,question,answer,response,mapping
170,"If a subscription for 15 issues of a magazine costs $42.00 and represents a saving of 25 percent of the cover prices, what is the cover price per issue?A)$7.73, B)$6.73, C)$5.73, D)$4.73, E)$3.73",E, The cover price per issue is $2.80. The answer is E.,
171,"Christopher and Jonathan were having bets. They decide that a coin will be flipped twenty times and each time it turns heads, Christopher will give $2 to Jonathan and each time it turns out to be Tails, Jonathan will give 3$ to Christopher. After flipping for twenty times none of the both won or lost any amount.
How many times did the coin landed on Heads ?A)10, B)23, C)16, D)18, E)12",E," If neither person won or lost any money after 20 flips, that means that the number of heads and tails must have been equal. So the answer is 10.",
172,"Allen starts from X, goes to Y. At the same time Bob starts from Y and goes towards X. Once Allen reaches Y he changes his direction and returns to X. Once Bob reaches X, he changes his direction and returns to Y. Throughout Allen travels at 54 kmph and Bob travels at 78kmph. By the time they meet for the second time, Bob covers 48 km more than Allen. Find the distance between X and Y.A)144km, B)72 km, C)126km, D)84 km, E)48km",E, The answer is B.,
173,"Tires of a certain brand, when purchased new, last for four years. A customer can choose to purchase the new tires at a cost of $180 per tire or can have his current tires repaired at a cost of $40 per tire, a repair that will make the current tires last for one additional year. The average cost per year of the new tires is what percent greater than the cost of repairing the current tires?A)8%, B)10%, C)12.5%, D)16.7%, E)25%",C," The cost of new tires is $180 per tire and the cost of repairing the current tires is $40 per tire. So, the cost of new tires is 4.5 times the cost of repairing the current tires. The average cost per year of the new tires is therefore 450% greater than the cost of repairing the current tires. The answer is E.",
174,"A rope 20 meters long is cut into two pieces. If the length of one piece of rope is 3 meters shorter than the length of the other, what is the length, in meters, of the longer piece of rope?A)7.5, B)8.9, C)9.9, D)11.5, E)11.7",D, The length of the longer piece of rope is 11.5 meters.,
175,"Jerry purchased a 1-year $5,000 bond that paid an annual interest rate of 12% compounded every six months. How much interest had this bond accrued at maturity?A)$5102, B)$618, C)$216, D)$202, E)$200",B," The interest rate is 12% per year, or 6% per six months. The interest is compounded every six months, so the
amount of interest at maturity is:

$5,000 × (1 + 0.06)^2 = $5,000 × 1.1236 = $5,612.

The answer is a.",
176,"Decipher the following multiplication table:
M A D
B E
-------------
M A D
R A E
-------------
A M I DA)9 2 0 0, B)9 2 0 9, C)9 2 0 1, D)9 2 0 7, E)9 2 2 2",D, The answer is B.,
177,"Sachin was twice as old as Ajay 10 years back. How old is Ajay today if Sachin will be 40 years old in 10 yearsA)18, B)25, C)15, D)20, E)21",D, The answer is D.,
178,"What will be the cost of gardening 1-metre – broad boundary around a rectangular plot having perimeter of 340 metres at the rate of 10 per square metre?A)3400, B)1700, C)3440, D)Cannot be determined, E)None of these",C, The cost of gardening 1-metre – broad boundary around a rectangular plot having perimeter of 340 metres at the rate of 10 per square metre would be 3400.,
179,"Last year, 34 percent of Ace Book Company's sales revenue came from the sale of novels. Of the remaining revenue, 1/3 was from the sale of biographies. The company's revenue from the sale of novels was approximately, how many times its revenue from the sale of biographies?A)1.3, B)1.5, C)2.1, D)2.5, E)3.1",B," The company's revenue from the sale of novels was 1/3 of the total revenue, and the company's revenue from the sale of biographies was 1/9 of the total revenue. So the company's revenue from the sale of novels was 3 times its revenue from the sale of biographies. The answer is E.",
180,"A bee bypasses 0.05% of flowers it flies by because it can sense they don't have any nectar in them. How many flowers will the bee fly by to bypass 8 flowers?A)2000, B)4000, C)8000, D)16000, E)32000",D, The answer is D.,
181,"Fernando purchased a university meal plan that allows him to have a total of 3 lunches and 3 dinners per week. If the cafeteria is closed on weekends and Fernando always goes home for a dinner on Friday nights, how many options does he have to allocate his meals?A)5C3*4C3, B)5C4*4C2, C)5C2*4C4, D)5C6*4C5, E)4C3*4C3",A," Fernando has 5 days on which he can have lunch, and 4 days on which he can have dinner. He has to choose 3 days for lunch and 3 days for dinner. The number of ways he can do this is 5C3*4C3. The answer is a.",
182,"What should come in place of the question mark(?) in each of the following questions ?
a2 - b2/(a + b)2 (?)=(a - b)2A)(a + b)(a - b), B)(a - b)2, C)(a + b)2, D)a3 + b3, E)None of these",A, The answer is B.,
183,"A number is as much greater than 36 as is less than 86. Find the Number.A)60, B)56, C)51, D)61, E)41",D, The number is 61.,
184,"A certain phone manufacturer ships its products in crates. A crate consists of p pallets, and each pallet holds 1250 phones. If the manufacturer ships 4 crates, how many phones are shipped?A)1000p, B)1500p, C)2000p, D)2500p, E)30000",D," The manufacturer ships 4 crates, which means they ship 4*p pallets. Each pallet holds 1250 phones, so 4*p*1250 phones are shipped in total. The answer is C.",
185,"A can construct a wall in 40 min and B can construct the wall in 45 min. How many hours is needed to contruct a wall if both the person working together.A)20 min, B)22 min, C)23 min, D)21 min, E)20 min",D," If both A and B work together, they can construct the wall in 40/2 + 45/2 = 85/2 = 42.5 minutes. So it would take them about 0.71 hours, or 42.5 minutes, to construct the wall. The answer is D.",
186,"An express electric train takes exact three seconds to enter tunnel which is 1 mile long.
If train is traveling at 120 mile an hour, how long will it take to pass completely through the tunnel ?A)43 seconds, B)39 seconds, C)20 seconds, D)33 seconds, E)55 seconds",D," The train is traveling at 120 miles per hour, which is equal to 2 miles per minute. In 3 minutes, the train will travel 2 x 3 = 6 miles. Since the tunnel is 1 mile long, it will take the train 3 minutes to pass through the tunnel. The answer is D.",
187,"A merchant receives an invoice for a motor boat for $20 000 with terms 4/30, n/100. What is the highest simple interest rate at which he can afford to borrow money in order to take advantage of the discount?A)247.67, B)237.67, C)227.67, D)215.67, E)None of these",A, The highest simple interest rate the merchant can afford to borrow money at is 247.67%.,
188,"There are ten lime soda bottles on a table in a restaurant. They are to be served among two different groups of customers consisting of 5 members each. How many ways are there to create these 2 groups?A)90, B)105, C)126, D)252, E)525",D, The answer is D) 252.,
189,"A special cereal mixture contains rice, wheat and corn in the ratio of 2:3:5. If a bag of the mixture contains 3 pounds of rice, how much corn does it contain?A)6.5, B)7.5, C)7, D)6, E)None of the above",B, The answer is D) 6,
190,"You can purchase one soda and two energy bars for 150 cents, or two sodas and three energy bars for 300
cents. If the costs of the items do not change, compute the cost in cents of six sodas and seven bars.A)500, B)600, C)750, D)800, E)900",E, The cost of six sodas and seven bars would be 750 cents. The answer is c.,
191,"A pen company produces very fine quality of writing pens. Company knows that on average 10% of the produced pens are always defective so are rejected before packing. Company promises to deliver 7200 pens to its wholesaler at Rs. 10 each. It estimates the overall profit on all the manufactured pens to be 25%. What is the manufactured cost of each pen?A)Rs. 6, B)Rs. 7.2, C)Rs. 5.6, D)Rs. 8, E)None of these",B, The cost of each pen is Rs. 6.,
192,"A two digit number exceeds the sum of the digits of that number by 18. If the digit at the unit's place is double the digit in the ten's place, what is the number?A)12, B)24, C)42, D)48, E)49",B, The number is 42.,
193,"Suppose for any real number x, [x] denotes the greatest integer less than or equal to x. Let L(x,y) = [x] + [y] + [x + y] and R(x,y) = [2x] + [2y]. Then it is impossible to find any two positive real numbers x and y for whichA)L(x,y) = R(x,y), B)L(x,y) ≠ R(x,y), C)L(x,y) < R(x,y), D)L(x,y) < R(x,y), E)None",D, The answer is B.,
194,"Three bells ring at intervals of 36 seconds, 40 seconds and 48 seconds, respectively. They start ringing together at a particular time. When they will ring together again?A)After 6 minutes, B)After 12 minutes, C)After 18 minutes, D)After 24 minutes, E)none",B," The least common multiple of 36, 40, and 48 is 1440. So they will ring together again after 1440 seconds, or 24 minutes. The answer is D.",
195,"An electric pole, 14 metres high, casts a shadow of 10 metres. Find the height of a tree that casts a shadow of 15 metres under similar conditions.A)21, B)22, C)20, D)23, E)24",A, The height of the tree is 22 metres.,
196,"At my favorite fruit stand, an orange costs 18 dollars, a pineapple costs 27 dollars, and a grape costs 15 dollars. Using the same logic, can you tell how much a mango costs?A)22 dollars, B)15 dollars, C)20 dollars, D)18 dollars, E)10 dollars",B, The cost of a mango would be 20 dollars.,
197,"In the coordinate plane, a triangle has vertices at (a,0), (b,0), and (x,y). If a>x>b>0>y, which of the following represents the area of that triangle?A)(ay−by)/2, B)(ab−ay)/2, C)(by−ay)/2, D)(ay+by)/x, E)(a−b)/2y",C," The area of a triangle in the coordinate plane can be found using the formula A=1/2*abs(x1*y2-x2*y1), where (x1,y1) and (x2,y2) are the coordinates of two vertices of the triangle. In this case, we can use the vertices (a,0), (b,0), and (x,y). So the formula would be A=1/2*abs(a*0-x*y). The answer is D.",
198,"A car finishes a journey in 20 hours at the speed of 60 km/hr. If the same distance is to be covered in 10 hours, how much speed does the car gain?A)80 kmph, B)50 kmph, C)120 kmph, D)70 kmph, E)80 kmph",C, The car gains 80 kmph.,
199,"Three friends Alan, Roger and Peter attempt to answer a question on an exam. Alan randomly guesses the answer, giving him a 1/5 probability of guessing correctly. Roger cheats by looking at the paper of the student in front of him, giving him a 2/3 probability of answering correctly. And Peter dutifully performs the calculations, then marks the answer, giving him a 5/6 probability of a correct answer. What is the probability that the question is answered correctly, but not via cheating?A)1/18, B)1/9, C)23/90, D)5/18, E)13/45",A," The probability that the question is answered correctly, but not via cheating is 1/9. The answer is b.",
200,"The difference between simple interest and C.I. at the same rate for Rs.5000 for 2 years in Rs.72. The rate of interest is?A)10%, B)12%, C)6%, D)8%, E)4%",B," The difference between simple interest and C.I. at the same rate for Rs.5000 for 2 years is Rs.72.

We have, SI - CI = 72

5000[2(R/100)] - 5000[2(R/100) + (R/100)2] = 72

100R - 100R2 - 100R + 100R2 = 72

R = 8%",
201,"All 250 files on Sam's hard drive are infected by either a virus or a worm or both. The number of files that are infected only by a worm is 2.5 times the number of files that are infected by both a virus and a worm. If 50% of the files were not infected by a virus, how many of Sam's files were NOT infected by a worm?A)50, B)70, C)75, D)100, E)125",C," We can let x = the number of files infected only by a virus, and y = the number of files infected only by a worm. Then we have the following system of equations:
x + y + 2y = 250
y = 2.5x

Solving this system, we find that x = 50 and y = 100. So the number of files that were NOT infected by a worm is 50 + 100 = 150. The answer is D.",
202,"A father wants to divide Rs. 5100 between his two sons, Mohan and Sohan who are 23 and 24 at present. He divides the amount in such a way that if their shares are invested at compound interest at 4% p.a. they will receive equal amount on attaining the age of 26 years. Find Mohan's share.A)2400, B)2500, C)2600, D)2700, E)None of these",B," The amount that Mohan will receive at the age of 26 is:
Mohan's share  = 5100 * [1 - (1 + 4%)^-3] / [1 + 4%]
              = 5100 * [1 - (1 + 0.04)^-3] / [1 + 0.04]
              = 5100 * [1 - (1.04)^-3] / [1.04]
              = 5100 * [1 - (0.9756) / (1.04)]
              = 5100 * [1 - 0.935]
              = 5100 * 0.065
              = 5100 * 0.0650
              = Rs. 3,325

Therefore, Mohan's share is Rs. 3,325.",
203,"What is 60% of 30% of 1400 grams?A)450 gms, B)100 gms, C)252 gms, D)240 gms, E)None of these",C, The answer is c.,
204,"A certain liquid passes through a drain at a rate of w/25 gallons every x seconds. At that rate, how many minutes will it take y gallons to pass through the drain?A)y/(1200xy), B)20xy/w, C)5xy/(12w), D)w/(3xy), E)3y/(wx)",C, The answer is D.,
205,"A coin made of alloy of aluminum and silver measures 2 x 15 mm (it is 2 mm thick and its diameter is 15 mm). If the weight of the coin is 30 grams and the volume of aluminum in the alloy equals that of silver, what will be the weight of a coin measuring 1 x 30 mm made of pure aluminum if silver is twice as heavy as aluminum?A)36 grams, B)40 grams, C)42 grams, D)48 grams, E)50 grams",B, The weight of the coin would be 36 grams.,
206,"If 10 is subtracted from 2/3 of a number the result is equal to sum of 40 and 1/3 of the number. Find the numberA)100, B)160, C)150, D)210, E)220",C, The answer is c.,
207,"What is the largest integral value of 'k' for which the quadratic equation x2 - 5x + k = 0 will have two real and distinct roots?A)9, B)7, C)3, D)8, E)12",C," The discriminant of a quadratic equation is given by b2 - 4ac. For the equation to have two distinct real roots, the discriminant must be positive. So we need b2 - 4ac > 0. In this case, b = -5 and a = 1, so we need 25 - 4k > 0. This means k < 9. So the answer is A.",
208,"900 + 5 × 12 = ?A)820, B)202, C)420, D)209, E)960",E, The answer is D.,
209,"Shweta rides at the rate of 10 km per hour but stops for 10 minutes to take rest at the end of every 15 km. How many hours will she take to cover 100 kmA)9 hours., B)10 hours., C)11 hours., D)12 hours., E)13 hours.",C, The correct answer is C.,
210,"Mr.Sam takes 17 hours to go by train to a certain city and return by car. He loses 4 hours if he goes both ways by train. How long would he have taken if he had traveled by car in both ways?A)22 hrs, B)18 hrs, C)16 hrs, D)20 hrs, E)13 hrs",E, The answer is B.,
211,"Jim filled his dog's bowl with dog food. Starting at 8:00 am, Jim's dog ate exactly once an hour, consuming exactly 1/3 of the dog food remaining in the bowl at each feeding session. Approximately, what percent of the original food was in the dog's bowl right before the dog began to eat at noon of the same day?A)20%, B)25%, C)30%, D)35%, E)40%",A, The dog food remaining in the bowl right before the dog began to eat at noon of the same day would be 2/3 of the original food. The answer is c.,
212,"John conducted a survey about car color. 60% of the people who took the survey were women. Of the men who were surveyed, 75% preferred red cars over green cars. If 10 men liked green cars more than red, how many people took the survey?A)100, B)120, C)50, D)200, E)80",A," If 10 men liked green cars more than red, then the total number of people who liked green cars would be 20.
Since 60% of the people who took the survey were women, and we know that 75% of the men preferred red cars,
then we can calculate that 45% of the total people surveyed preferred red cars. This means that 20% of the
people surveyed preferred green cars. So, the total number of people who took the survey must be 100. The
answer is a.",
213,"How many ways A boy can reach the top of stairs which contain 10 steps, when he can take either one or two steps every time?A)88, B)89, C)90, D)91, E)92",B," The answer is C. There are 90 ways a boy can reach the top of stairs which contain 10 steps, when he can take either one or two steps every time.",
214,"IF one gallon of soft drink is made of 40% orange juice and 60% water, how many additional gallons of orange juice must be mixed in order to make the orange juice 60% of the soft drink?A)0.5, B)1, C)1.25, D)1.5, E)2",A, The answer is D.,
215,"What is the units digit of 9^3-7?A)1, B)3, C)5, D)2, E)4",D," The units digit of 9^3 is 7, so the units digit of 9^3-7 is 0. The answer is D.",
216,"5 horses are in a race. Mr.Jain selects two of horses at random and bets on them. The probability that he selected the winning horse isA)1/5, B)2/5, C)3/5, D)4/5, E)6/5",B, The probability of selecting the winning horse is 1/5. The answer is a.,
217,"On dividing 2272 and 875 by a 3-digit number N, we get the same remainder. The sum of the digits of N is:A)10, B)11, C)12, D)13, E)14",A, The answer is B.,
218,"On a test the passing students had an average of 83, while the failing students had an average
of 55. If the overall class average was 76, what percent of the class passed?A)44%, B)66%, C)68%, D)72%, E)75%",E, The answer is B.,
219,"The average wages of a worker during a fortnight comprising of 15 consecutive working days was $90 per day. During the first 7 days, his average wage was $87 per day and the average wage during the last 7 days was $92 per day. What was his wage on the 8th day?A)$83, B)$92, C)$90, D)$97, E)$104",D," The average wages of the worker during the first 7 days was $87$ per day and the average wages during the last 7 days was $92$ per day. So, on the 8th day, his wage must have been $89$ per day. The answer is c.",
220,"Two numbers are in the ratio 3:5. If 9 is subtracted from each, the new numbers are in the ratio 12:23. The smaller number is?A)21, B)33, C)35, D)42, E)58",B," The ratio of the two numbers is 3:5. This means that for every 3 units, there are 5 units. So if we have 9 units,
then we would have 15 units. So the new numbers would be 12 and 23. The smaller number is 12. The answer is a.",
221,"If 6 yrs are subtracted from the present age of Ajay and the remainder is divided by 18, then the present age of Rahul is obtained. If Rahul is 2 yrs younger to Denis whose age is 5 yrs, then what is Ajay's present age?A)40, B)60, C)70, D)80, E)90",B, The present age of Ajay is 70. The present age of Rahul is 68. Denis is 5 years old.,
222,"Anna has 4 books. If she decide to arrange the 4 books in every possible combination and moved just one book every minute, how long would it taken by her ?A)22 minutes, B)30 minutes, C)15 minutes, D)24 minutes, E)35 minutes",D," There are 4 factorial, or 4! ways to arrange 4 books. 4! = 4 * 3 * 2 * 1 = 24. So it would take Anna 24 minutes to arrange the books in every possible combination. The answer is D.",
223,"The manufacturer of tyres is offering a 20% discount on the price of its tubeless tyres. Some retailers are offering additional discounts. If a retailer offers an additional 20% discount, then what is the total discount available at that retailer?A)10%, B)25%, C)28%, D)30%, E)36%",E, The total discount available at that retailer would be 36%. The answer is e.,
224,"A rectangular parking space is marked out by painting three of its sides. If the length of the unpainted side is 9 feet, and the sum of the lengths of the painted sides is 37 feet, then what is the area of the parking space in square feet?A)46, B)81, C)126, D)252, E)None",C," The area of the parking space is the length times the width, so we just need to find the width. We can do that by using the fact that the sum of the lengths of the three sides is 37 feet. So if we subtract 9 feet (the length of the unpainted side) from 37 feet, we get 28 feet. That means that the width of the parking space is 28 feet, and the area is 9 times 28, or 252 square feet. The answer is D.",
225,"Peter wants to find 10 additional people to form a scavenger hunt team with him. If he has 10 friends who would like to participate, how many choices does he have for forming his team?A)0, B)1, C)2, D)3, E)4",B," Peter has 10 friends who would like to participate, so he has 10 choices for forming his team. The answer is B.",
226,"The average weight of 10 oarsmen in a boat is increased by 1.8 kg when one of the crew, who weighs 53 kg is replaced by a new man. Find the weight of the new man.A)71, B)62, C)43, D)67, E)40",A," The average weight of 10 oarsmen in a boat is increased by 1.8 kg when one of the crew, who weighs 53 kg is replaced by a new man. Find the weight of the new man.

The weight of the new man must be 71 kg.",
227,"A box contains a certain number of balls, marked successively from 1 to n. If there are 45 different ways that two balls can be selected from the box such that the ball with number 3 marked on it is not selected, then what is the value of n?A)11, B)10, C)9, D)8, E)7",A, C)9,
228,"If Q, a positive integer, has 5 factors, which of the following must be true about Q?
I. Q is the square of a prime number.
II. Q is the fourth power of a prime number.
III. Q is the product of two prime numbers.A)I only, B)III only, C)II only, D)I and II only, E)I and III only",B, The answer is E.,
229,"If 6x - y = 24 and y = 3x, what is the value of x?A)8, B)9, C)10, D)11, E)12",A," The equation can be rewritten as 6x - 3x = 24, which means that 3x = 24. Therefore, x = 8 and the answer is a.",
230,"You can rent DVDs at a local video store for $4.00 per movie without a membership. However, if you purchase a membership for $7.00 per month, you can rent DVDs for $2.00 each. What is the minimum amount of DVDs you would have to rent to make it worth it to purchase the membership?A)1, B)2, C)3, D)4, E)5",D, The minimum amount of DVDs you would have to rent to make it worth it to purchase the membership is 4.,
231,"A bag of cat food weighs 7 pounds and 4 ounces. How much does the bag weigh in ounces?A) 108, B) 112, C) 116, D) 120, E) 124",C, The bag of cat food weighs 116 ounces. The answer is c.,
232,"By himself, Jack can clean a yacht in 12 hours. On a particular day, he happens to finish two-thirds of the work. The remaining portion of the work is done by Jill, whose rate of cleaning is just 5% of what Jack can do. How long does it take Jill to finish the remaining work?A)4, B)8, C)22, D)50, E)20",E," The answer is D. Jack can clean the yacht in 12 hours. In 12 hours, he can clean 1/3 of the yacht. Jill can clean 1/20 of the yacht in one hour. So it will take her 50 hours to clean the remaining 2/3 of the yacht.",
233,"Professors borrowed Rs. 5000 from the university at simple interest. After 3 years, the university got Rs. 300 on interest. What was the rate of interest per annum?A)2%, B)8%, C)5%, D)10%, E)None of these",A, The rate of interest per annum is 5%.,
234,"In a sale, a discount of 20% was available on all the articles. If Vinit purchased an article for Rs.4578 in the sale. What was the actual selling price of the article?A)s.5050, B)s.5723, C)s.5040, D)s.4950, E)s.4870",B, The actual selling price of the article was Rs.5723. The answer is b.,
235,"If 27 bottles of soda cost A cents, how much will B bottles cost in dollars?A)AB/2700, B)27/AB, C)AB/270, D)2700/AB, E)100AB/27",A, The answer is D.,
236,"A bag contains 11 candy bars: three cost 50 cents each, four cost $1 each and four cost $2
each. How many ways can 3 candy bars be selected from the 11 candy bars so that the total cost is more than $4?A)8, B)28, C)46, D)66, E)70",C, D) 66,
237,"At a conference, one team is made up of 4 men and 4 women. Four presenters are chosen to present the team's findings in front of the entire conference. How many different groups of presenters can be chosen from the team if a team cannot be composed of men only or women only? (Two groups of presenters are considered different if at least one presenter is different.)A)120, B)19, C)180, D)420, E)460",B," The answer is D. There are 8 people on the team, so there are 8C4 = 8!/4!4! = 70 ways to choose 4 people from the team. However, this double counts groups that only differ in terms of the gender of the presenter. For example, if we choose the 4 men to present, that's the same as choosing the 4 women to present. So we need to subtract the number of ways to choose all men or all women, which is 2 ways. So the final answer is 70 - 2 = 68.",
238,"Exactly 2/5th of the children in a certain class are girls. If there are 100 boys in the class, how many girls are in the class?A)50, B)100, C)150, D)200, E)70",C, The answer is D.,
239,"Two numbers are said to be relatively prime if they share no common positive factors other than 1. Set S contains the set of integers from 1 to 1,000, inclusive. What is the probability that a number chosen from S is relatively prime to 1,000?A)5/7, B)3/5, C)4/7, D)2/5, E)2/7",D," The probability that a number chosen from S is relatively prime to 1,000 is 4/7.",
240,"At the of his one-year investment, Charles received $54,080, including interest and principal from a certain investment. If the investment paid an annual interest of 8 percent compounded semi-annually, which of the following is the amount of money that Charles originally invested?A)$45,000, B)$50,000, C)$54,000, D)$59,000, E)$62,000",B," The amount of money that Charles originally invested is $50,000.",
241,"Joe's age, Joe's sister's age and Joe’s fathers age sums up to 100. When Joe is as old as his father, Joe's sister will be twice as old as now. When Joe is as old as his father then his father is twice as old as when his sister was as old as her father. Find the age of Joe's father?A)45, B)48, C)50, D)55, E)58",C, The answer is D.,
242,"If one third of 3/4 of a number is 21. Then, find the number?A)84, B)66, C)28, D)19, E)11",A, The number is 84.,
243,"If m > 0, y > 0, and x is m percent of 4y, then, in terms of y, m is what percentage of x?A)y/400, B)4y, C)50y, D)2500/y, E)5000/y",D, D) 2500/y,
244,"A man wants to eat fruit for breakfast and vegetable for dinner. He has 6 different types of fruit and 8 different types of vegetables. He can only eat one type at a time. In how many ways can he eat breakfast and dinner.A)54, B)24, C)48, D)20, E)36",C," The answer is C. There are 6 ways to choose a fruit for breakfast and 8 ways to choose a vegetable for dinner, for a total of 48 ways.",
245,"There is a 90% chance that a registered voter in Burghtown voted in the last election. If five registered voters are chosen at random, what is the approximate likelihood that exactly four of them voted in the last election?A)26.2%, B)32.8%, C)43.7%, D)59.0%, E)65.6%",E, The answer is D.,
246,"Alice wants to put up fencing around three sides of her rectangular yard and leave one side of 10 meters unfenced. If the yard has an area of 240 square meters, how many meters of fencing does she need?A)58, B)62, C)66, D)70, E)74",A," The area of the yard is 240 square meters. This means that the length times the width is 240. We are told that
one side is 10 meters, so we can set up the equation:

length * width = 240

length * 10 = 240

length = 24

Now we know that the length is 24 meters. We can plug this back into our original equation to solve for the width.

24 * width = 240

width = 10

We also know that Alice wants to put fencing around three sides of her yard. This means that she needs fencing that is
24 + 10 + 10 = 44 meters long. The answer is B.",
247,"John would make the 3-letter codes with diffenrent 5 vowels and 20 consonants with the condition that the middle letter must be vowel and the first letter and the third letter must be different from each other and are both consonant. How many different codes can be made?A)1,980, B)2,020, C)2,100, D)2,200, E)1,900",E, The answer is B.,
248,"What is the sum of three consecutive integers whose product can be expressed as 727+728+729.A)37, B)38, C)36, D)30, E)39",E," The product of three consecutive integers can be expressed as (x)(x+1)(x+2). So we have:

(x)(x+1)(x+2) = 727 + 728 + 729

Expanding this out, we have:

x^3 + 3x^2 + 2x - 2160 = 0

Using the cubic formula, we find that x = -9. So the three consecutive integers are -9, -8, and -7. The sum of
these is -24, and the answer is c.",
249,"The capacity of a tank of dimensions (8 m × 6 m × 2.5 m) isA)120 litres, B)1200 litres, C)12000 litres, D)120000 litres, E)None of these",D," The capacity of a tank is calculated by multiplying the length, width, and height. In this case, that would be
8 m × 6 m × 2.5 m = 120 m3. The answer is D.",
250,"The population of a city is 5265526. If there are 4169516 adults in the city, how many children are there in the city?A)1095961, B)1065961, C)1085961, D)1097961, E)1096061",E," The population of a city is 5265526. If there are 4169516 adults in the city, then there are 1096061 children in the city. The answer is e.",
251,"It takes a worker 9 minutes to drive from home to work at an average rate of 20 kilometers per hour. How many minutes will it take the worker to cycle from home to work along the same route at an average rate of 6 kilometers per hour?A)30, B)32, C)35, D)36, E)40",A, It will take the worker 36 minutes to cycle from home to work.,
252,"Two friends are eating a jar full of candies. Had P eaten alone, it would have taken him 10 minutes to finish the candies in the jar. Had Q eaten alone, it would have taken her 5 minutes to finish half the jar. Since both of them are eating simultaneously, how many minutes would it take them to empty the jar?A)4, B)5, C)6, D)7, E)8",B," If P can eat the whole jar in 10 minutes, then he can eat half the jar in 5 minutes. If Q can eat half the jar in 5 minutes, then she can eat the whole jar in 10 minutes. So it would take them 10 minutes to eat the whole jar. The answer is c.",
253,"A grocery sells a bag of ice for $1.25, and makes 20% profit. If it sells 500 bags of ice, how much total profit does it make?A)125, B)150, C)225, D)250, E)275",A," The grocery makes 20% profit on each bag of ice, so the total profit on 500 bags would be 20% of $1.25 multiplied by 500, which is $250. The answer is D.",
